r_cm,E_Vcm,alpha_invcm,phi_w
0.00709115,18773,374.694,0.674282
0.007101,18747.2,373.819,0.674051
0.00711085,18721.4,372.946,0.67382
0.0071207,18695.7,372.076,0.67359
0.00713055,18670.1,371.209,0.673361
0.0071404,18644.6,370.343,0.673131
0.00715025,18619.1,369.481,0.672902
0.0071601,18593.7,368.62,0.672673
0.00716995,18568.4,367.762,0.672445
0.0071798,18543.1,366.907,0.672216
0.00718965,18517.9,366.053,0.671988
0.0071995,18492.8,365.203,0.671761
0.00720935,18467.7,364.354,0.671534
0.0072192,18442.8,363.508,0.671307
0.00722905,18417.8,362.665,0.67108
0.0072389,18393,361.824,0.670854
0.00724875,18368.2,360.985,0.670628
0.0072586,18343.5,360.149,0.670402
0.00726845,18318.9,359.315,0.670176
0.0072783,18294.3,358.483,0.669951
0.00728815,18269.8,357.654,0.669726
0.007298,18245.3,356.828,0.669502
0.00730785,18220.9,356.003,0.669278
0.0073177,18196.6,355.182,0.669054
0.00732755,18172.4,354.362,0.66883
0.0073374,18148.2,353.545,0.668607
0.00734725,18124.1,352.73,0.668384
0.0073571,18100,351.918,0.668161
0.00736695,18076.1,351.108,0.667939
0.0073768,18052.1,350.3,0.667717
0.00738665,18028.3,349.495,0.667495
0.0073965,18004.5,348.692,0.667273
0.00740635,17980.8,347.892,0.667052
0.0074162,17957.1,347.094,0.666831
0.00742605,17933.5,346.298,0.666611
0.0074359,17909.9,345.504,0.66639
0.00744575,17886.5,344.713,0.66617
0.0074556,17863,343.925,0.66595
0.00746545,17839.7,343.138,0.665731
0.0074753,17816.4,342.354,0.665512
0.00748515,17793.2,341.572,0.665293
0.007495,17770,340.793,0.665074
0.00750485,17746.9,340.016,0.664856
