r_cm,E_Vcm,alpha_invcm,phi_w
0.0119373,11211.6,132.282,0.583863
0.0119472,11202.6,132.065,0.583724
0.011957,11193.6,131.848,0.583586
0.0119669,11184.6,131.63,0.583448
0.0119767,11175.6,131.413,0.58331
0.0119866,11166.6,131.196,0.583172
0.0119964,11157.7,130.978,0.583035
0.0120063,11148.7,130.76,0.582897
0.0120161,11139.8,130.542,0.58276
0.012026,11130.9,130.325,0.582622
0.0120358,11122,130.106,0.582485
0.0120457,11113.1,129.888,0.582348
0.0120555,11104.2,129.67,0.582211
0.0120654,11095.4,129.452,0.582074
0.0120752,11086.6,129.233,0.581937
0.0120851,11077.7,129.015,0.5818
0.0120949,11068.9,128.796,0.581664
0.0121048,11060.1,128.578,0.581527
0.0121146,11051.4,128.359,0.581391
0.0121245,11042.6,128.14,0.581255
0.0121343,11033.8,127.922,0.581119
0.0121442,11025.1,127.703,0.580983
0.012154,11016.4,127.484,0.580847
0.0121639,11007.7,127.265,0.580711
0.0121737,10999,127.046,0.580575
0.0121836,10990.3,126.827,0.58044
0.0121934,10981.6,126.608,0.580304
0.0122033,10973,126.389,0.580169
0.0122131,10964.4,126.17,0.580033
0.012223,10955.7,125.951,0.579898
0.0122328,10947.1,125.732,0.579763
0.0122427,10938.5,125.513,0.579628
0.0122525,10930,125.294,0.579493
0.0122624,10921.4,125.075,0.579359
0.0122722,10912.8,124.856,0.579224
0.0122821,10904.3,124.636,0.57909
0.0122919,10895.8,124.417,0.578955
0.0123018,10887.3,124.198,0.578821
0.0123116,10878.8,123.979,0.578687
0.0123215,10870.3,123.76,0.578553
0.0123313,10861.8,123.541,0.578419
0.0123412,10853.4,123.323,0.578285
